"GCODE";"Ost";"Nord";"AWGN ID";"Parameter";"Messstation";"Gewässer";"Jahr";"Datum";"Tagesmittelwert";"Dimension"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"28.09.2025";"10,3";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"29.09.2025";"10,1";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"30.09.2025";"9,9";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"01.10.2025";"10";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"02.10.2025";"10,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"03.10.2025";"10,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"04.10.2025";"10,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"05.10.2025";"10,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"06.10.2025";"10,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"07.10.2025";"10,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"08.10.2025";"10,3";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"09.10.2025";"10,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"10.10.2025";"10,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"11.10.2025";"10,3";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"12.10.2025";"10,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"13.10.2025";"10,1";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"14.10.2025";"10,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"15.10.2025";"10,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"16.10.2025";"10,3";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"17.10.2025";"10,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"18.10.2025";"10,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"19.10.2025";"10,6";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"20.10.2025";"10,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"21.10.2025";"10,3";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"22.10.2025";"10";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"23.10.2025";"9,9";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"24.10.2025";"10";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"25.10.2025";"9,9";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"26.10.2025";"9,8";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"27.10.2025";"9,8";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"28.10.2025";"9,7";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"29.10.2025";"8,9";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"30.10.2025";"8,7";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"31.10.2025";"8,7";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"01.11.2025";"8,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"02.11.2025";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"03.11.2025";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"04.11.2025";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"05.11.2025";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"06.11.2025";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"07.11.2025";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"08.11.2025";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"09.11.2025";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"10.11.2025";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"11.11.2025";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"12.11.2025";"11,7";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"13.11.2025";"11,7";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"14.11.2025";"11,7";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"15.11.2025";"11,6";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"16.11.2025";"11,5";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"17.11.2025";"11,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"18.11.2025";"11,5";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"19.11.2025";"11,8";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"20.11.2025";"11,9";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"21.11.2025";"12,1";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"22.11.2025";"12,5";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"23.11.2025";"12,6";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"24.11.2025";"12,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"25.11.2025";"12,1";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"26.11.2025";"12";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"27.11.2025";"12,1";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"28.11.2025";"12,1";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"29.11.2025";"11,9";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"30.11.2025";"11,9";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"01.12.2025";"11,9";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"02.12.2025";"11,9";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"03.12.2025";"12,1";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"04.12.2025";"12,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"05.12.2025";"12,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"06.12.2025";"12,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"07.12.2025";"12,1";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"08.12.2025";"11,8";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"09.12.2025";"11,8";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"10.12.2025";"11,7";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"11.12.2025";"11,7";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"12.12.2025";"11,8";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"13.12.2025";"11,9";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"14.12.2025";"11,9";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"15.12.2025";"11,9";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"16.12.2025";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"17.12.2025";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"18.12.2025";"12,5";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"19.12.2025";"12,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"20.12.2025";"12,5";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"21.12.2025";"12,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"22.12.2025";"12,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"23.12.2025";"12,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"24.12.2025";"12,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"25.12.2025";"12,7";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"26.12.2025";"13";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"27.12.2025";"13,1";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"28.12.2025";"13,3";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"29.12.2025";"13,3";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"30.12.2025";"13,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2025";"31.12.2025";"13,5";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"01.01.2026";"13,6";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"02.01.2026";"13,3";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"03.01.2026";"13,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"04.01.2026";"13,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"05.01.2026";"13,6";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"06.01.2026";"13,6";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"07.01.2026";"13,8";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"08.01.2026";"13,8";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"09.01.2026";"13,1";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"10.01.2026";"12,5";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"11.01.2026";"12,5";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"12.01.2026";"12,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"13.01.2026";"12,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"14.01.2026";"12,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"15.01.2026";"12,3";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"16.01.2026";"12,3";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"17.01.2026";"12,5";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"18.01.2026";"12,7";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"19.01.2026";"12,7";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"20.01.2026";"12,9";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"21.01.2026";"13";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"22.01.2026";"13,1";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"23.01.2026";"13,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"24.01.2026";"13,3";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"25.01.2026";"13";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"26.01.2026";"13,1";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"27.01.2026";"13";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"28.01.2026";"12,7";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"29.01.2026";"12,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"30.01.2026";"12,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"31.01.2026";"12,6";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"01.02.2026";"12,6";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"02.02.2026";"12,6";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"03.02.2026";"12,6";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"04.02.2026";"12,7";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"05.02.2026";"12,8";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"06.02.2026";"12,9";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"07.02.2026";"13";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"08.02.2026";"13";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"09.02.2026";"12,8";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"10.02.2026";"13";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"11.02.2026";"12,6";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"12.02.2026";"11,6";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"13.02.2026";"9,5";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"14.02.2026";"8,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"15.02.2026";"7,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"16.02.2026";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"17.02.2026";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"18.02.2026";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"19.02.2026";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"20.02.2026";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"21.02.2026";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"22.02.2026";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"23.02.2026";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"24.02.2026";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"25.02.2026";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"26.02.2026";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"27.02.2026";"-";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"28.02.2026";"11,3";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"01.03.2026";"11,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"02.03.2026";"11,5";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"03.03.2026";"11,6";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"04.03.2026";"11,6";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"05.03.2026";"11,5";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"06.03.2026";"11,5";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"07.03.2026";"11,6";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"08.03.2026";"11,6";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"09.03.2026";"11,7";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"10.03.2026";"11,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"11.03.2026";"11,1";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"12.03.2026";"11,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"13.03.2026";"11,9";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"14.03.2026";"11,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"15.03.2026";"11,5";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"16.03.2026";"12";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"17.03.2026";"12,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"18.03.2026";"12,8";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"19.03.2026";"12,9";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"20.03.2026";"12,9";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"21.03.2026";"12,8";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"22.03.2026";"13";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"23.03.2026";"12,7";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"24.03.2026";"13,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"25.03.2026";"11,9";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"26.03.2026";"11,6";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"27.03.2026";"12,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"28.03.2026";"12,4";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"29.03.2026";"12,2";"mg/l"
"CYY208";"527.314";"5.391.653";"2.345";"Sauerstoff";"Wendlingen (CYY208)";"Neckar";"2026";"30.03.2026";"11,7";"mg/l"
